"id";"fci";"hund";"wamiz";"woopets";"chien";"hund_identifiant";"hund_id";"hund_name";"hund_weight";"hund_height";"hund_age";"woopets_identifiant";"woopets_nom";"woopets_type_de_poils";"woopets_pays";"woopets_gabarit";"woopets_forme_tete";"woopets_poids_fem";"woopets_taille_fem";"woopets_poids_mal";"woopets_taille_mal";"woopets_caractere";"woopets_comportementautres";"woopets_education";"woopets_conditionsvie";"woopets_sante";"woopets_entretien";"woopets_activite";"woopets_affectueux";"woopets_calme";"woopets_protecteur";"woopets_independant";"woopets_chasseur";"woopets_aboie_hurle";"woopets_cohabitation_avec_les_enfants";"woopets_sociable_avec_les_autres_animaux";"woopets_aime_les_etrangers";"woopets_intelligent";"woopets_obeissant";"woopets_adapte_a_la_vie_en_appartement";"woopets_bien_pour_les_nouveaux_maitres";"woopets_aime_le_chaud";"woopets_aime_le_froid";"woopets_solide";"woopets_facilite_a_prendre_du_poids";"woopets_facilite_d_entretien";"woopets_cout_de_l_entretien";"woopets_perte_de_poils";"woopets_niveau_de_bave";"woopets_facilite_a_toiletter";"woopets_sportif";"woopets_niveau_d_energie";"woopets_potentiel_a_jouer";"woopets_caractere_du_maitre";"wamiz_identifiant";"wamiz_id";"wamiz_nom";"wamiz_affectueux";"wamiz_facile_d_entretien";"wamiz_joueur";"wamiz_facile_a_eduquer";"wamiz_calme";"wamiz_gentil_avec_enfant";"wamiz_intelligent";"wamiz_entente_avec_animaux";"wamiz_docile";"wamiz_appartement";"wamiz_propre";"wamiz_premier_chien";"wamiz_robuste_sante";"wamiz_voyage";"wamiz_supporte_solitude";"wamiz_apte_a_la_garde";"wamiz_besoin_d_exercice";"wamiz_originalite";"wamiz_fugueur";"wamiz_budget";"chien_identifiant";"chien_id";"chien_photo";"chien_nom";"chien_standard";"chien_groupe";"chien_pays";"chien_affectueux";"chien_aime_les_enfants";"chien_calme";"chien_facile_a_eduquer";"chien_joueur";"chien_peut_rester_seul";"chien_protecteur";"chien_s_entend_avec_d_autres_animaux";"chien_sociable";"chien_a_peu_besoin_d_exercice";"chien_aboie_peu";"chien_bave_peu";"chien_mange_peu";"chien_necessite_peu_d_entretien";"chien_perd_peu_ses_poils";"chien_peu_couteux_a_toiletter";"chien_peu_enclin_a_l_obesite";"chien_sante_robuste";"chien_esperance_de_vie";"chien_poids_de_la_femelle";"chien_poids_du_male";"chien_taille_de_la_femelle";"chien_taille_du_male";"chien_avec_des_enfants";"chien_comme_premier_chien";"chien_en_appartement";"chien_pour_personne_peu_disponible";"chien_pour_personne_agee";"chien_pour_petit_budget";"chien_poids_min_femelle";"chien_poids_min_male";"chien_poids_max_femelle";"chien_poids_max_male";"chien_taille_min_femelle";"chien_taille_max_femelle";"chien_taille_min_male";"chien_taille_max_male";"chien_age";"chien_fci";"fci_identifiant";"fci_id";"fci_name_en";"fci_name_fr";"fci_name_de";"fci_name_es";"fci_date_en";"fci_date_fr";"fci_date_de";"fci_date_es";"fci_date_acceptance";"fci_groupe";"fci_section";"fci_provisional";"fci_status";"fci_country";"fci_url";"fci_image";"fci_pdf"
"539";NULL;NULL;NULL;NULL;"539";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"6";"539";"alano-espagnol-539";"Alano Espagnol";"Unknown";"Unknown";"Espagne";"5";"5";"5";"3";"4";"4";"5";"4";"2";"1";"4";"2";"1";"3";"5";"5";"1";"2";"nan";"nan";"nan";"nan";"nan";"4";"2.5";"3";"3";"3";"2.5";"0";"0";"0";"0";NULL;NULL;NULL;NULL;"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"422";NULL;NULL;NULL;NULL;"422";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";"422";"alapaha-blue-blood-bulldog-422";"Alapaha Blue Blood Bulldog";"Unknown";"Unknown";"Etats-Unis";"5";"4";"4";"3";"3";"2";"5";"2";"1";"3";"3";"4";"2";"3";"5";"5";"2";"3";"De 12 à 15 ans";"De 25 à 34 kilos";"De 32 à 41 kilos";"De 51 à 63 cm";"De 51 à 63 cm";"3.5";"2.5";"3";"3";"3.5";"3";"25";"32";"34";"41";"51";"63";"51";"63";"13.5";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"484";NULL;NULL;NULL;NULL;"484";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"8";"484";"alaskan-husky-484";"Alaskan Husky";"Unknown";"Chien de type Spitz et de type primitif";"Etats-Unis";"4";"3";"4";"2";"5";"3";"3";"1";"5";"1";"2";"3";"4";"3";"3";"3";"4";"3";"De 10 à 15 ans";"De 16 à 35 kilos";"De 18 à 40 kilos";"De 53 à 70 cm";"De 57 à 76 cm";"3.5";"3.5";"2";"2.5";"2.5";"3.5";"16";"18";"35";"40";"53";"70";"57";"76";"12.5";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"421";NULL;NULL;NULL;NULL;"421";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"9";"421";"alaskan-klee-kai-421";"Alaskan Klee Kai";"Unknown";"Chien de type Spitz et de type primitif";"Etats-Unis";"4";"4";"5";"4";"5";"1";"5";"2";"2";"2";"3";"4";"5";"4";"4";"4";"4";"3";"De 12 à 16 ans";"De 9 à 11 kilos";"De 9 à 11 kilos";"De 38 à 42 cm";"De 38 à 42 cm";"4";"3.5";"2.5";"3";"3";"4";"9";"9";"11";"11";"38";"42";"38";"42";"14";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"423";NULL;NULL;NULL;NULL;"423";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"11";"423";"altdeutscher-schaferhund-423";"Altdeutscher Schäferhund";"Unknown";"Unknown";"Allemagne";"5";"5";"5";"4";"4";"2";"5";"3";"4";"2";"4";"4";"2";"2";"1";"3";"4";"4";"13 ans";"De 28 à 40 kilos";"De 35 à 47 kilos";"De 55 à 61 cm";"De 52 à 68 cm";"4";"3.5";"2.5";"2.5";"3";"3.5";"28";"35";"40";"47";"55";"61";"52";"68";"13";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"226";NULL;NULL;NULL;NULL;"226";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"13";"226";"american-bulldog-bouledogue-americain-226";"Bouledogue Américain";"Unknown";"Standard ABNA";"Etats-Unis";"5";"4";"3";"3";"4";"2";"3";"3";"3";"2";"3";"2";"3";"3";"2";"4";"2";"3";"13 ans";"De 37 à 37 kilos";"De 45 à 45 kilos";"De 56 à 56 cm";"De 62 à 62 cm";"3.5";"3";"2";"2.5";"3";"3";"37";"45";"37";"45";"56";"56";"62";"62";"13";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"492";NULL;NULL;NULL;NULL;"492";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"14";"492";"american-bully-492";"American Bully";"Unknown";"Standard ABKC";"Etats-Unis";"5";"5";"4";"2";"4";"1";"4";"2";"5";"2";"3";"3";"2";"4";"3";"5";"2";"4";"De 12 à 14 ans";"nan";"nan";"De 40 à 48 cm";"De 43 à 51 cm";"4";"4";"2.5";"2.5";"3.5";"3.5";"0";"0";"0";"0";"40";"48";"43";"51";"13";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"479";NULL;NULL;NULL;NULL;"479";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"16";"479";"american-english-coonhound-479";"American English Coonhound";"Unknown";"Unknown";"Etats-Unis";"4";"5";"5";"5";"4";"2";"3";"3";"3";"2";"3";"5";"2";"2";"3";"5";"3";"4";"nan";"De 18 à 30 kilos";"De 18 à 30 kilos";"De 58 à 66 cm";"De 58 à 66 cm";"4";"3.5";"2.5";"2.5";"3";"3.5";"18";"18";"30";"30";"58";"66";"58";"66";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"419";NULL;NULL;NULL;NULL;"419";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"17";"419";"american-eskimo-dog-esquimau-americain-419";"Esquimau Américain";"Unknown";"Chien de type Spitz et de type primitif";"Allemagne";"3";"4";"4";"3";"5";"4";"3";"4";"2";"3";"1";"5";"4";"4";"3";"2";"2";"3";"De 12 à 15 ans";"De 9 à 15 kilos";"De 10 à 16 kilos";"De 38 à 46 cm";"De 40 à 48 cm";"3.5";"3";"2";"3.5";"3";"3";"9";"10";"15";"16";"38";"46";"40";"48";"13.5";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"387";NULL;NULL;NULL;NULL;"387";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"18";"387";"american-hairless-terrier-387";"American Hairless Terrier";"Unknown";"Unknown";"Etats-Unis";"4";"4";"2";"4";"5";"2";"3";"3";"3";"4";"4";"5";"3";"5";"5";"2";"4";"3";"De 14 à 16 ans";"De 3 à 7 kilos";"De 3 à 7 kilos";"De 18 à 41 cm";"De 18 à 41 cm";"4";"4";"3";"3.5";"3";"3";"3";"3";"7";"7";"18";"41";"18";"41";"15";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"520";NULL;NULL;NULL;NULL;"520";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"30";"520";"barbado-da-terceira-520";"Barbado da Terceira";"Unknown";"Unknown";"Portugal";"2";"4";"4";"5";"5";"4";"5";"3";"2";"2";"2";"4";"4";"4";"3";"3";"3";"4";"nan";"nan";"nan";"nan";"nan";"3.5";"4";"2";"3.5";"2.5";"3.5";"0";"0";"0";"0";NULL;NULL;NULL;NULL;"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"498";NULL;NULL;NULL;NULL;"498";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"35";"498";"basset-ardennais-498";"Basset Ardennais";"Unknown";"Unknown";"France";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"nan";"nan";"nan";"nan";"nan";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"494";NULL;NULL;NULL;NULL;"494";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"38";"494";"basset-d-artois-494";"Basset d'Artois";"Unknown";"Unknown";"France";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"nan";"nan";"nan";"nan";"nan";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"495";NULL;NULL;NULL;NULL;"495";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"39";"495";"basset-de-normandie-495";"Basset de Normandie";"Unknown";"Unknown";"France";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"nan";"nan";"nan";"nan";"nan";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"493";NULL;NULL;NULL;NULL;"493";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"51";"493";"berger-allemand-a-poil-long-493";"Berger Allemand à Poil Long";"Standard FCI N°166";"Chien de berger et de bouvier";"Allemagne";"4";"5";"3";"5";"5";"3";"5";"3";"2";"2";"2";"5";"2";"3";"2";"2";"4";"4";"nan";"nan";"nan";"nan";"nan";"4";"3.5";"2";"2.5";"2.5";"3";"0";"0";"0";"0";NULL;NULL;NULL;NULL;"0";"166";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"566";NULL;NULL;NULL;NULL;"566";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"61";"566";"berger-d-anatolie-566";"Berger d'Anatolie";"Unknown";"Unknown";"Turquie";"5";"4";"5";"3";"1";"4";"5";"3";"3";"3";"4";"2";"2";"4";"4";"2";"2";"3";"nan";"nan";"nan";"nan";"nan";"3.5";"3.5";"3";"4";"4";"2.5";"0";"0";"0";"0";NULL;NULL;NULL;NULL;"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"472";NULL;NULL;NULL;NULL;"472";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"63";"472";"berger-d-auvergne-472";"Berger d'Auvergne";"Unknown";"Chien de berger et de bouvier";"France";"4";"2";"2";"2";"4";"1";"5";"2";"2";"1";"4";"4";"4";"4";"4";"4";"5";"5";"De 13 à 15 ans";"De 19 à 26 kilos";"De 20 à 30 kilos";"De 45 à 53 cm";"De 50 à 58 cm";"3";"3.5";"2";"2.5";"3";"4.5";"19";"20";"26";"30";"45";"53";"50";"58";"14";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"88";NULL;NULL;NULL;NULL;"88";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"66";"88";"berger-de-l-europe-de-l-est-88";"Berger de l'Europe de l'Est";"Unknown";"Unknown";"Biélorussie";"5";"5";"4";"5";"5";"2";"5";"4";"5";"1";"4";"3";"3";"4";"2";"4";"3";"5";"nan";"De 55 à 65 kilos";"De 65 à 75 kilos";"De 64 à 72 cm";"De 68 à 78 cm";"4.5";"5";"2";"3";"3";"4";"55";"65";"65";"75";"64";"72";"68";"78";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"426";NULL;NULL;NULL;NULL;"426";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"70";"426";"berger-de-savoie-426";"Berger des Alpes";"Unknown";"Unknown";"France";"5";"5";"2";"4";"5";"3";"5";"5";"3";"2";"2";"5";"3";"4";"3";"4";"4";"5";"nan";"De 20 à 30 kilos";"De 20 à 30 kilos";"De 47 à 55 cm";"De 47 à 55 cm";"4.5";"4";"1.5";"3";"3";"4";"20";"20";"30";"30";"47";"55";"47";"55";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"559";NULL;NULL;NULL;NULL;"559";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"87";"559";"bernedoodle-559";"Bernedoodle";"Unknown";"Unknown";"Etats-Unis";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"nan";"nan";"nan";"nan";"nan";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"428";NULL;NULL;NULL;NULL;"428";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"91";"428";"bichon-yorkie-428";"Bichon Yorkie";"Unknown";"Unknown";"Etats-Unis";"5";"4";"1";"4";"5";"2";"4";"5";"3";"3";"2";"5";"2";"3";"1";"2";"3";"5";"De 15 à 18 ans";"De 2 à 3 kilos";"De 2 à 3 kilos";"De 15 à 25 cm";"De 15 à 25 cm";"4";"4";"1.5";"2.5";"2.5";"3";"2";"2";"3";"3";"15";"25";"15";"25";"16.5";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
